0,68
0,358
1,10
1,98
2,92
2,179
3,176
3,215
4,80
4,220
5,28
5,397
6,266
6,186
7,226
7,170
8,162
8,211
9,368
9,303
10,209
10,79
11,182
11,155
12,365
12,40
13,291
13,241
14,144
14,312
15,137
15,285
16,37
16,164
17,260
17,369
18,375
18,96
19,65
19,375
20,333
20,342
21,271
21,179
22,333
22,298
23,371
23,47
24,304
24,383
25,260
25,196
26,127
26,49
27,178
27,46
28,232
28,334
29,386
29,127
30,252
30,9
31,339
31,235
32,331
32,277
33,252
33,366
34,154
34,322
35,322
35,12
36,316
36,138
37,85
37,149
38,44
38,113
39,48
39,70
40,322
40,77
41,324
41,109
42,168
42,199
43,256
43,232
44,243
44,119
45,89
45,258
46,295
46,219
47,154
47,172
48,210
48,82
49,306
49,45
50,211
50,176
51,191
51,6
52,221
52,237
53,28
53,381
54,233
54,395
55,134
55,53
56,160
56,53
57,97
57,0
58,125
58,285
59,266
59,166
60,159
60,363
61,234
61,290
62,363
62,23
63,248
63,51
64,242
64,263
65,320
65,61
66,229
66,285
67,105
67,79
68,150
68,95
69,31
69,155
70,78
70,338
71,15
71,279
72,356
72,196
73,2
73,17
74,36
74,61
75,28
75,326
76,377
76,129
77,226
77,188
78,241
78,183
79,320
79,117
80,21
80,108
81,290
81,78
82,25
82,194
83,340
83,267
84,49
84,178
85,214
85,22
86,267
86,238
87,244
87,203
88,78
88,383
89,299
89,271
90,172
90,251
91,142
91,251
92,99
92,328
93,127
93,261
94,200
94,85
95,360
95,229
96,335
96,52
97,211
97,26
98,132
98,333
99,83
99,272
100,29
100,31
101,106
101,262
102,173
102,150
103,341
103,0
104,1
104,7
105,277
105,364
106,6
106,36
107,27
107,109
108,76
108,129
109,194
109,215
110,4
110,182
111,109
111,7
112,40
112,327
113,145
113,236
114,287
114,57
115,57
115,373
116,145
116,18
117,47
117,44
118,274
118,151
119,156
119,8
120,222
120,116
121,335
121,58
122,119
122,199
123,94
123,372
124,237
124,153
125,260
125,67
126,10
126,110
127,234
127,51
128,101
128,80
129,39
129,343
130,316
130,63
131,351
131,144
132,241
132,28
133,199
133,188
134,263
134,0
135,61
135,286
136,139
136,309
137,106
137,295
138,128
138,133
139,371
139,110
140,223
140,348
141,308
141,273
142,73
142,350
143,160
143,17
144,81
144,328
145,381
145,395
146,234
146,399
147,163
147,341
148,125
148,362
149,75
149,216
150,251
150,337
151,226
151,212
152,26
152,376
153,276
153,376
154,340
154,360
155,322
155,83
156,205
156,321
157,95
157,235
158,55
158,130
159,345
159,231
160,200
160,91
161,198
161,149
162,261
162,304
163,283
163,156
164,154
164,302
165,147
165,153
166,109
166,125
167,331
167,41
168,377
168,294
169,335
169,333
170,359
170,369
171,2
171,86
172,350
172,105
173,130
173,244
174,84
174,299
175,224
175,62
176,311
176,61
177,312
177,369
178,310
178,321
179,294
179,369
180,52
180,186
181,368
181,48
182,356
182,180
183,128
183,187
184,320
184,296
185,290
185,214
186,242
186,149
187,228
187,147
188,228
188,354
189,7
189,98
190,88
190,261
191,233
191,194
192,206
192,209
193,364
193,362
194,216
194,154
195,398
195,182
196,361
196,83
197,215
197,359
198,302
198,4
199,222
199,61
200,335
200,157
201,162
201,168
202,238
202,167
203,88
203,4
204,213
204,182
205,386
205,11
206,192
206,156
207,21
207,96
208,112
208,63
209,98
209,302
210,83
210,57
211,333
211,303
212,291
212,382
213,236
213,288
214,26
214,147
215,324
215,357
216,107
216,363
217,178
217,205
218,64
218,327
219,295
219,257
220,10
220,243
221,173
221,335
222,82
222,113
223,254
223,161
224,193
224,380
225,143
225,310
226,306
226,292
227,165
227,215
228,134
228,308
229,91
229,152
230,358
230,128
231,126
231,187
232,219
232,291
233,154
233,283
234,82
234,228
235,293
235,288
236,361
236,220
237,211
237,130
238,35
238,360
239,85
239,132
240,342
240,170
241,100
241,147
242,262
242,346
243,384
243,367
244,304
244,131
245,279
245,335
246,382
246,363
247,195
247,156
248,364
248,75
249,13
249,139
250,393
250,375
251,320
251,143
252,79
252,74
253,340
253,138
254,231
254,238
255,255
255,343
256,126
256,170
257,327
257,144
258,177
258,217
259,371
259,178
260,122
260,188
261,356
261,325
262,329
262,213
263,362
263,51
264,99
264,13
265,59
265,249
266,333
266,42
267,394
267,101
268,108
268,123
269,222
269,3
270,282
270,178
271,128
