0,909
0,469
0,199
0,918
0,661
1,165
1,629
1,208
1,494
1,649
2,99
2,822
2,241
2,85
2,519
3,519
3,832
3,499
3,118
3,329
4,686
4,32
4,879
4,902
4,668
5,38
5,800
5,619
5,290
5,769
6,483
6,183
6,391
6,229
6,68
7,235
7,858
7,325
7,486
7,316
8,265
8,467
8,814
8,87
8,490
9,689
9,290
9,187
9,455
9,726
10,135
10,0
10,897
10,514
10,166
11,492
11,334
11,176
11,575
11,561
12,995
12,788
12,286
12,71
12,723
13,23
13,316
13,106
13,687
13,926
14,770
14,990
14,621
14,783
14,184
15,583
15,698
15,853
15,880
15,427
16,593
16,483
16,210
16,990
16,73
17,923
17,635
17,21
17,893
17,391
18,78
18,910
18,101
18,191
18,610
19,766
19,38
19,669
19,47
19,208
20,557
20,540
20,463
20,483
20,492
21,165
21,184
21,857
21,208
21,978
22,327
22,316
22,402
22,326
22,99
23,488
23,187
23,84
23,115
23,487
24,286
24,1
24,170
24,23
24,883
25,254
25,910
25,92
25,336
25,247
26,93
26,499
26,165
26,624
26,16
27,273
27,911
27,545
27,227
27,636
28,222
28,239
28,762
28,990
28,224
29,759
29,230
29,576
29,248
29,396
30,142
30,699
30,32
30,596
30,990
31,227
31,853
31,732
31,249
31,804
32,166
32,936
32,949
32,244
32,884
33,170
33,78
33,47
33,438
33,366
34,921
34,309
34,973
34,752
34,378
35,282
35,821
35,890
35,753
35,690
36,978
36,824
36,197
36,240
36,438
37,166
37,166
37,275
37,229
37,204
38,910
38,911
38,695
38,948
38,2
39,974
39,757
39,687
39,88
39,305
40,356
40,67
40,151
40,499
40,910
41,594
41,378
41,595
41,492
41,86
42,388
42,711
42,883
42,964
42,104
43,125
43,693
43,180
43,301
43,707
44,499
44,917
44,417
44,402
44,301
45,312
45,575
45,826
45,821
45,630
46,280
46,577
46,119
46,974
46,760
47,148
47,110
47,113
47,528
47,902
48,286
48,284
48,704
48,256
48,175
49,748
49,818
49,447
49,563
49,208
50,528
50,189
50,301
50,507
50,811
51,2
51,187
51,709
51,716
51,460
52,197
52,601
52,204
52,804
52,189
53,398
53,547
53,639
53,541
53,385
54,247
54,205
54,962
54,349
54,346
55,388
55,923
55,264
55,12
55,194
56,528
56,792
56,603
56,424
56,520
57,596
57,368
57,768
57,915
57,2
58,379
58,163
58,645
58,510
58,366
59,86
59,300
59,645
59,609
59,655
60,753
60,781
60,702
60,416
60,923
61,379
61,717
61,445
61,760
61,222
62,783
62,310
62,140
62,294
62,158
63,769
63,197
63,204
63,936
63,539
64,300
64,199
64,952
64,32
64,145
65,757
65,582
65,796
65,92
65,540
66,232
66,392
66,808
66,2
66,198
67,240
67,434
67,301
67,214
67,686
68,374
68,233
68,482
68,985
68,448
69,455
69,404
69,659
69,757
69,871
70,893
70,365
70,9
70,384
70,783
71,665
71,151
71,91
71,303
71,867
72,893
72,408
72,81
72,924
72,629
73,219
73,847
73,99
73,380
73,655
74,916
74,353
74,266
74,8
74,595
75,683
75,759
75,16
75,88
75,700
76,208
76,732
76,119
76,899
76,582
77,563
77,706
77,442
77,229
77,17
78,786
78,572
78,79
78,64
78,236
79,956
79,402
79,336
79,286
79,38
80,737
80,899
80,79
80,78
80,937
81,166
81,168
81,738
81,286
81,761
82,838
82,535
82,246
82,486
82,46
83,102
83,290
83,918
83,909
83,705
84,310
84,859
84,391
84,666
84,934
85,553
85,290
85,540
85,549
85,687
86,395
86,170
86,242
86,85
86,753
87,360
87,2
87,479
87,273
87,33
88,978
88,893
88,232
88,95
88,960
89,195
89,753
89,540
89,295
89,113
90,637
90,822
90,459
90,766
90,496
91,696
91,16
91,147
91,503
91,429
92,366
92,394
92,792
92,287
92,407
93,305
93,163
93,783
93,216
93,394
94,402
94,934
