0,214
0,847
1,10
1,383
2,425
2,833
3,212
3,896
4,67
4,653
5,268
5,285
6,184
6,861
7,890
7,610
8,988
8,16
9,201
9,792
10,897
10,947
11,113
11,283
12,602
12,941
13,63
13,387
14,494
14,789
15,773
15,149
16,353
16,950
17,598
17,100
18,892
18,863
19,730
19,475
20,787
20,570
21,413
21,919
22,2
22,842
23,36
23,828
24,816
24,424
25,596
25,121
26,466
26,517
27,922
27,641
28,106
28,377
29,137
29,493
30,907
30,43
31,457
31,660
32,8
32,141
33,486
33,65
34,262
34,128
35,775
35,11
36,944
36,129
37,161
37,757
38,520
38,163
39,524
39,401
40,33
40,881
41,451
41,595
42,67
42,134
43,701
43,599
44,82
44,144
45,151
45,937
46,138
46,930
47,712
47,109
48,45
48,745
49,91
49,993
50,466
50,472
51,255
51,182
52,534
52,68
53,76
53,543
54,270
54,46
55,757
55,875
56,476
56,62
57,820
57,709
58,848
58,233
59,998
59,400
60,489
60,741
61,300
61,815
62,49
62,691
63,841
63,820
64,159
64,807
65,791
65,800
66,612
66,935
67,845
67,762
68,162
68,380
69,379
69,245
70,533
70,203
71,266
71,488
72,504
72,943
73,159
73,587
74,848
74,394
75,853
75,179
76,890
76,888
77,106
77,97
78,605
78,839
79,503
79,38
80,859
80,886
81,66
81,152
82,103
82,929
83,863
83,402
84,256
84,657
85,351
85,135
86,927
86,864
87,23
87,414
88,247
88,460
89,353
89,213
90,3
90,558
91,297
91,477
92,175
92,511
93,468
93,970
94,823
94,750
95,954
95,203
96,985
96,129
97,737
97,822
98,641
98,105
99,14
99,377
100,676
100,908
101,303
101,968
102,750
102,183
103,791
103,34
104,636
104,960
105,650
105,89
106,199
106,856
107,580
107,591
108,239
108,707
109,920
109,729
110,960
110,163
111,991
111,651
112,806
112,697
113,7
113,685
114,309
114,744
115,885
115,570
116,771
116,343
117,438
117,597
118,324
118,363
119,462
119,129
120,407
120,959
121,217
121,44
122,606
122,107
123,928
123,90
124,743
124,489
125,294
125,22
126,284
126,332
127,946
127,355
128,29
128,459
129,233
129,380
130,553
130,884
131,161
131,174
132,91
132,291
133,998
133,121
134,319
134,613
135,396
135,131
136,164
