0,18
0,890
1,1258
1,1418
2,1439
2,917
3,709
3,445
4,920
4,271
5,144
5,1878
6,313
6,1355
7,1994
7,1959
8,1616
8,333
9,1233
9,1663
10,770
10,1668
11,1015
11,1993
12,144
12,686
13,31
13,1297
14,1073
14,194
15,565
15,1330
16,1727
16,162
17,967
17,821
18,1076
18,746
19,590
19,563
20,1861
20,741
21,1457
21,1531
22,1575
22,807
23,490
23,1288
24,1447
24,554
25,285
25,752
26,594
26,494
27,1496
27,719
28,1791
28,127
29,1336
29,838
30,1234
30,1539
31,213
31,783
32,1254
32,583
33,1825
33,1885
34,963
34,66
35,1006
35,284
36,1880
36,1191
37,856
37,771
38,1266
38,1558
39,1737
39,535
40,343
40,1605
41,260
41,741
42,501
42,1214
43,1243
43,862
44,632
44,788
45,369
45,493
46,1274
46,1945
47,1217
47,1179
48,1210
48,517
49,1939
49,41
50,873
50,619
51,314
51,1583
52,1961
52,703
53,607
53,1428
54,972
54,1058
55,1679
55,1097
56,805
56,1664
57,327
57,826
58,944
58,691
59,259
59,1797
60,350
60,700
61,1949
61,330
62,1674
62,1129
63,1049
63,1930
64,424
64,1038
65,9
65,911
66,1017
66,1337
67,988
67,1144
68,1893
68,567
69,1180
69,1841
70,1220
70,1483
71,778
71,739
72,1858
72,1093
73,1602
73,1155
74,1594
74,946
75,1610
75,1436
76,1491
76,1565
77,1744
77,1812
78,1501
78,1545
79,725
79,1374
80,1258
80,1723
81,272
81,1298
82,238
82,1602
83,1016
83,265
84,1141
84,403
85,770
85,1143
86,579
86,1337
87,1986
87,1221
88,529
88,837
89,197
89,511
90,1289
90,787
91,1006
91,60
92,1702
92,566
93,844
93,163
94,1028
94,151
95,916
95,1822
96,166
96,1585
97,527
97,576
98,1662
98,1344
99,477
99,141
100,496
100,1402
101,1643
101,709
102,830
102,869
103,713
103,87
104,138
104,842
105,1689
105,1370
106,937
106,18
107,1615
107,1816
108,1774
108,1025
109,1786
109,1694
110,1219
110,1188
111,923
111,1294
112,94
112,1542
113,163
113,1076
114,199
114,632
115,292
115,1456
116,1481
116,1082
117,23
117,1192
118,342
118,1400
119,1847
119,738
120,313
120,338
121,1009
121,429
122,1545
122,1272
123,1681
123,466
124,1593
124,842
125,1036
125,1726
126,1246
126,1171
127,304
127,848
128,1852
128,694
129,303
129,1199
130,311
130,1211
131,1849
131,1837
132,1950
132,799
133,1325
133,1588
134,375
134,962
135,1162
135,180
136,596
136,1613
137,635
137,90
138,674
138,71
139,1690
139,1893
140,1567
140,875
141,1714
141,233
142,893
142,1791
143,1488
143,680
144,452
144,633
145,1381
145,137
146,1570
146,335
147,57
147,1259
148,750
148,393
149,1418
149,1499
150,1036
150,499
151,849
151,1669
152,1343
152,1300
153,1758
153,368
154,1995
154,80
155,1761
155,442
156,174
156,533
157,713
157,11
158,1751
158,306
159,638
159,1872
160,1858
160,962
161,1970
161,1291
162,1116
162,1212
163,1788
163,722
164,523
164,813
165,281
165,455
166,1580
166,534
167,309
167,1459
168,1917
168,534
169,22
169,1747
170,1140
170,836
171,875
171,1399
172,248
172,1460
173,123
173,1277
174,990
174,1878
175,198
175,291
176,86
176,1819
177,1873
177,1384
178,833
178,1246
179,578
179,1748
180,263
180,1798
181,1434
181,440
182,653
182,556
183,241
183,1389
184,1768
184,136
185,1814
185,186
186,775
186,1359
187,664
187,950
188,626
188,1428
189,1397
189,1170
190,1199
190,88
191,834
191,534
192,1702
192,443
193,528
193,380
194,1761
194,499
195,739
195,715
196,907
196,1886
197,618
197,1875
198,450
198,9
199,658
199,909
200,179
200,1191
201,1433
201,506
202,1130
202,450
203,800
203,172
204,1453
204,25
205,1891
205,400
206,276
206,1119
207,605
207,1714
208,885
208,1260
209,442
209,1377
210,1243
210,1682
211,111
211,267
212,384
212,1626
213,1636
213,837
214,1737
214,212
215,1991
215,144
216,1754
216,1562
217,1493
217,1681
218,1297
218,227
219,135
219,800
220,825
220,1765
221,366
221,1471
222,1009
222,1776
223,499
223,1979
224,404
224,1689
225,1858
225,221
226,1458
226,1664
227,507
227,893
228,738
228,1061
229,1830
229,798
230,1819
230,699
231,1143
231,1582
232,1815
232,614
233,1599
233,1297
234,1728
234,1266
235,730
235,414
236,1331
236,65
237,1152
237,625
238,1673
238,1535
239,1818
239,1878
240,1681
240,1849
241,1926
241,1899
242,1109
242,409
243,1301
243,676
244,1931
244,1220
245,176
245,990
246,791
246,1726
247,1012
247,855
248,642
248,1340
249,752
249,126
250,1731
250,661
251,1330
251,547
252,980
252,1284
253,1950
253,151
254,617
254,850
255,7
255,1325
256,340
256,1389
257,1883
257,504
258,1055
258,1933
259,1743
259,608
260,640
260,57
261,445
261,1845
262,171
262,1979
263,78
263,404
264,1736
264,1694
265,1740
265,519
266,1075
266,833
267,398
267,1015
268,751
268,6
269,1790
269,1239
270,683
270,1158
271,1961
271,1078
272,1693
272,1643
273,1858
273,142
274,11
274,636
275,1148
275,1745
276,867
276,1012
277,1513
277,821
278,912
278,794
279,1527
279,881
280,1590
280,186
281,956
281,1583
282,357
282,822
283,997
283,395
284,503
284,1536
285,434
285,1209
286,753
286,1750
287,1146
287,685
288,1099
288,390
289,923
289,1626
290,1306
290,1227
291,70
291,833
292,41
292,621
293,1733
293,891
294,1246
294,364
295,1332
295,692
296,757
296,302
297,954
297,144
298,1721
298,135
299,1219
299,1649
300,659
300,895
301,950
301,709
302,40
302,644
303,1910
303,931
304,1592
304,1254
305,1618
305,1973
306,160
306,148
307,805
307,1380
308,1325
308,268
309,1034
309,1304
310,1922
310,459
311,849
311,905
312,564
312,1418
313,1116
313,41
