0,3226
0,3181
0,77
1,863
1,1525
1,706
2,588
2,1006
2,2853
3,3939
3,2
3,2167
4,1105
4,275
4,635
5,2005
5,123
5,3581
6,2731
6,677
6,587
7,2671
7,2437
7,1661
8,3453
8,639
8,3593
9,1603
9,2345
9,3418
10,2448
10,1395
10,1132
11,2153
11,1462
11,3807
12,329
12,2641
12,3047
13,1775
13,2225
13,3892
14,1843
14,275
14,281
15,2201
15,1053
15,2867
16,3151
16,1837
16,74
17,2101
17,2247
17,2129
18,3077
18,719
18,1100
19,3314
19,2199
19,3859
20,1087
20,1276
20,3453
21,3607
21,3620
21,3380
22,231
22,1201
22,3475
23,3818
23,2369
23,856
24,1163
24,3464
24,3586
25,3150
25,3593
25,2171
26,3916
26,2638
26,3449
27,2492
27,2303
27,1034
28,2932
28,1950
28,361
29,338
29,3558
29,1194
30,626
30,103
30,374
31,2254
31,766
31,1192
32,1758
32,1456
32,2337
33,1897
33,465
33,1961
34,166
34,1293
34,793
35,173
35,2267
35,2941
36,2301
36,2052
36,2671
37,2914
37,3362
37,3737
38,783
38,698
38,3466
39,1862
39,1592
39,596
40,3337
40,2173
40,3092
41,1994
41,2131
41,2855
42,3075
42,1444
42,3883
43,1773
43,554
43,466
44,3655
44,3232
44,202
45,2483
45,383
45,2606
46,597
46,1274
46,362
47,452
47,1208
47,3778
48,810
48,2437
48,2160
49,745
49,2249
49,1863
50,3002
50,3655
50,600
51,595
51,124
51,3750
52,1152
52,1132
52,2885
53,331
53,2125
53,297
54,2085
54,3457
54,364
55,3121
55,2668
55,1102
56,3785
56,596
56,936
57,1197
57,1186
57,651
58,2552
58,1229
58,40
59,2254
59,2545
59,1603
60,1551
60,1053
60,3541
61,229
61,3158
61,3618
62,400
62,88
62,2735
63,1685
63,1555
63,3795
64,739
64,424
64,1791
65,1636
65,268
65,1186
66,2305
66,3970
66,3465
67,221
67,3655
67,2219
68,1059
68,1690
68,136
69,2897
69,2270
69,3449
70,3272
70,3983
70,1614
71,1933
71,2949
71,3651
72,725
72,739
72,1491
73,2428
73,3974
73,755
74,2488
74,460
74,1616
75,819
75,2826
75,2907
76,3562
76,467
76,1105
77,2948
77,1094
77,3469
78,2706
78,70
78,2603
79,45
79,1200
79,304
80,1393
80,544
80,3100
81,3688
81,2747
81,597
82,2219
82,1407
82,3102
83,510
83,2171
83,3556
84,2625
84,1184
84,2170
85,1166
85,3774
85,3431
86,3207
86,1053
86,1329
87,2437
87,3474
87,436
88,3220
88,1070
88,3601
89,2994
89,2581
89,1600
90,3788
90,1813
90,1198
91,3393
91,3435
91,291
92,2562
92,1749
92,3742
93,460
93,1542
93,3105
94,1887
94,1162
94,1830
95,2539
95,392
95,3610
96,3154
96,2059
96,3327
97,3356
97,1618
97,2271
98,3186
98,2682
98,2373
99,136
99,871
99,2380
100,1831
100,2401
100,187
101,2976
101,866
101,1235
102,3555
102,527
102,2725
103,3464
103,1479
103,736
104,509
104,152
104,507
105,2633
105,430
